Nome: SAO LUIS
Codigo Estacao: 82280
Latitude: -2.52666666
Longitude: -44.21361111
Altitude: 32.58
Situacao: Operante
Data Inicial: 2020-01-01
Data Final: 2024-01-01
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2020-06-15;0;32.6;null;24.8;null;71;1.2;
2020-06-16;.4;32.3;null;24.4;null;66;1.4;
2020-06-17;.8;32.8;null;23.9;null;71;1.7;
2020-06-18;2.8;31.8;null;24.6;null;79;.5;
2020-06-19;0;32.1;null;25.2;null;75;.8;
2020-06-20;4.2;31.9;null;24.4;null;79;1.1;
2020-06-21;45.6;31.9;null;23.7;null;70;1.2;
2020-06-22;0;32.5;null;24.6;null;65;.7;
2020-06-23;0;32.9;null;23;null;76;.5;
2020-06-24;0;31.6;null;25.2;null;80;1.2;
2020-06-25;.6;31.9;null;24.5;null;82;.5;
2020-06-26;.2;31.6;null;25.2;null;76;.7;
2020-06-27;4.3;31.5;null;24.6;null;73;.8;
2020-06-28;0;33.3;null;24.9;null;76;1.6;
2020-06-29;0;32.5;null;25;null;73;2.3;
2020-06-30;34;30.5;null;23;null;99;1;
2020-07-01;9.2;30.5;null;24.8;null;85;1;
2020-07-02;1.8;31.3;null;23.8;null;86;1.1;
2020-07-03;2.2;31.9;null;24.4;null;87;1.4;
2020-07-04;3.4;32.1;null;24.8;null;73;1.2;
2020-07-05;0;32.7;null;25;null;70;1.5;
2020-07-06;0;32.5;null;24.2;null;77;1.6;
2020-07-07;4.8;32.3;null;23.2;null;68;.5;
2020-07-08;0;31.7;null;23.8;null;77;.8;
2020-07-09;2.8;31.3;null;24.4;null;80;1.4;
2020-07-10;2.2;31.1;null;24.4;null;86;1.5;
2020-07-11;.4;32.1;null;25;null;71;1.7;
2020-07-12;0;32.1;null;24;null;80;1.4;
2020-07-13;0;31.5;null;23.6;null;86;.7;
2020-07-14;12.2;31.7;null;23.4;null;75;1.3;
2020-07-15;0;32.3;null;25.8;null;76;1.2;
2020-07-16;7.8;30.7;null;23.5;null;85;.8;
2020-07-17;1;32.2;null;23.6;null;69;1.3;
2020-07-18;0;32.3;null;23.4;null;79;.9;
2020-07-19;0;32.9;null;23.8;null;60;1.4;
2020-07-20;0;31.5;null;23.2;null;72;1;
2020-07-21;1.1;30.8;null;24;null;68;.9;
2020-07-22;0;32.5;null;24.2;null;76;1.1;
2020-07-23;0;33.3;null;23.8;null;73;2.2;
2020-07-24;0;33.3;null;25;null;66;1.8;
2020-07-25;0;31.3;null;24.2;null;78;.8;
2020-07-26;0;33.1;null;23;null;64;.3;
2020-07-27;0;32.9;null;23;null;71;.9;
2020-07-28;0;32.3;null;23.4;null;71;1.5;
2020-07-29;0;33.4;null;23.4;null;75;.8;
2020-07-30;0;32.3;null;24.4;null;81;1.2;
2020-07-31;5.6;32.9;null;24;null;62;1;
2020-08-01;0;33.5;null;23.4;null;60;1;
2020-08-02;0;31.9;null;24;null;80;.9;
2020-08-03;0;32.9;null;24.2;null;77;2;
2020-08-04;0;32.3;null;24;null;73;.1;
2020-08-05;0;32.7;null;23.4;null;76;1.2;
2020-08-06;0;32.5;null;22.8;null;68;0;
2020-08-07;0;32.7;null;23.8;null;67;.1;
2020-08-08;0;32.7;null;23.4;null;74;.5;
2020-08-09;0;32.5;null;22.8;null;74;.8;
2020-08-10;0;32.8;null;23;null;74;1.8;
2020-08-11;0;32.5;null;24.2;null;76;1.5;
2020-08-12;0;33.9;null;24;null;70;2;
2020-08-13;0;32.9;null;23.9;null;65;1.9;
2020-08-14;0;31.9;null;24.4;null;66;2.6;
2020-08-15;0;32.9;null;24.6;null;64;1.6;
2020-08-16;0;32.9;null;25.6;null;71;1.8;
2020-08-17;0;35.1;null;24;null;60;1.8;
2020-08-18;0;34.3;null;25.4;null;74;2.3;
2020-08-19;0;32.9;null;25.4;null;70;2.2;
2020-08-20;0;32.9;null;23.8;null;70;2;
2020-08-21;0;32.5;null;24.8;null;67;1.6;
2020-08-22;0;32.9;null;25;null;75;1.5;
2020-08-23;0;30.5;null;25.4;null;76;2;
2020-08-24;11.6;31.1;null;25;null;65;1.7;
2020-08-25;0;31.7;null;24.4;null;66;1.5;
2020-08-26;0;32.1;null;23.8;null;62;1.7;
2020-08-27;0;32.9;null;24.8;null;75;1.8;
2020-08-28;0;32.5;null;25;null;71;2.8;
2020-08-29;0;33.3;null;25.4;null;63;2.5;
2020-08-30;0;33.5;null;25.8;null;75;2.5;
2020-08-31;0;35.1;null;26;null;64;2.7;
2020-09-01;0;33.5;null;25.6;null;69;2.5;
2020-09-02;0;33.7;null;25.2;null;71;1.9;
2020-09-03;0;36.9;null;25;null;69;2.2;
2020-09-04;0;32.9;null;25;null;78;3;
2020-09-05;0;33.3;null;24.4;null;63;2.4;
2020-09-06;0;33.5;null;25.2;null;73;2.3;
2020-09-07;0;33.5;null;23.2;null;77;2.1;
2020-09-08;0;33.9;null;25;null;63;2.7;
2020-09-09;0;33.3;null;25;null;59;2.2;
2020-09-10;0;33.5;null;25;null;62;2.8;
2020-09-11;0;32.5;null;25.4;null;70;3.1;
2020-09-12;0;33.7;null;24.8;null;66;2.6;
2020-09-13;0;33.1;null;24.8;null;63;3;
2020-09-14;0;33.9;null;24.5;null;66;2.5;
2020-09-15;0;34.3;null;24.6;null;61;2.9;
2020-09-16;0;33.3;null;25;null;62;3.2;
2020-09-17;0;33.1;null;25.2;null;58;3.3;
2020-09-18;0;32.7;null;24.7;null;69;3.3;
2020-09-19;0;33.3;null;25;null;67;2.8;
2020-09-20;0;33.1;null;25.8;null;68;3;
2020-09-21;0;31.9;null;25.8;null;65;2.7;
2020-09-22;0;33.3;null;24.8;null;61;3;
2020-09-23;0;32.9;null;25;null;64;3.4;
2020-09-24;0;33.3;null;24.8;null;66;3;
2020-09-25;0;32.7;null;25;null;65;3;
2020-09-26;0;32.6;null;25.2;null;66;2.1;
2020-09-27;0;32.7;null;25;null;74;2.6;
2020-09-28;0;33.5;null;25;null;62;2.6;
2020-09-29;0;32.9;null;25.4;null;66;3.2;
2020-09-30;0;32.9;27.8;25.6;78.5;64;3.5;
2020-10-01;0;33.1;27.6;24.4;78.5;67;2.7;
2020-10-02;0;34.1;28.3;24.2;77.8;63;2.8;
2020-10-03;0;32.5;27.9;25.2;78.8;69;3;
2020-10-04;0;33.9;28.2;24.9;78;67;3;
2020-10-05;0;33.1;28.2;25.8;76.8;58;2.8;
2020-10-06;0;33.4;28.2;25.6;74.8;63;3;
2020-10-07;0;33.1;27.9;25;80;64;2.6;
